Word: The, PoS: determiners, Count: 1
Word: verrone, PoS: nouns, Count: 1
Word: suspended, PoS: verbs, Count: 30
Word: ten, PoS: others, Count: 150
Word: ten, PoS: nouns, Count: 1
Word: crowding, PoS: verbs, Count: 5
Word: horses, PoS: nouns, Count: 68
Word: crossing, PoS: verbs, Count: 13
Word: crossing, PoS: nouns, Count: 7
Word: Culmone, PoS: nouns, Count: 1
Word: gets, PoS: verbs, Count: 65
Word: mating, PoS: verbs, Count: 8
Word: self, PoS: nouns, Count: 39
Word: rosy, PoS: adjectives, Count: 8
Word: fingered, PoS: verbs, Count: 3
Word: allowance, PoS: nouns, Count: 16
Word: claiming, PoS: verbs, Count: 16
Word: Cleveland, PoS: nouns, Count: 1
Word: kerr, PoS: nouns, Count: 3
Word: swift-striding, PoS: adjectives, Count: 1
Word: jamaican, PoS: nouns, Count: 1
Word: knights, PoS: nouns, Count: 8
Word: columbus, PoS: nouns, Count: 14
Word: purdue's, PoS: nouns, Count: 1
Word: dave, PoS: nouns, Count: 21
Word: mills, PoS: nouns, Count: 29
Word: duel, PoS: nouns, Count: 5
Word: Kerr, PoS: nouns, Count: 2
Word: clocking, PoS: nouns, Count: 1
Word: wiped, PoS: verbs, Count: 19
Word: mills's, PoS: nouns, Count: 2
Word: quarter-mile, PoS: nouns, Count: 2
Word: king, PoS: nouns, Count: 77
Word: yards, PoS: nouns, Count: 64
Word: mal, PoS: nouns, Count: 1
Word: whitfield, PoS: nouns, Count: 1
Word: Mills, PoS: nouns, Count: 3
Word: thirds, PoS: nouns, Count: 4
Word: straightaway, PoS: nouns, Count: 1
Word: straightaway, PoS: adverbs, Count: 1
Word: turn, PoS: nouns, Count: 88
Word: turn, PoS: verbs, Count: 138
Word: timed, PoS: verbs, Count: 9
Word: twenty-first, PoS: others, Count: 3
Word: indoor, PoS: adjectives, Count: 4
Word: season, PoS: nouns, Count: 105
Word: thrill, PoS: nouns, Count: 4
Word: thrill, PoS: verbs, Count: 1
Word: slender, PoS: adjectives, Count: 18
Word: bespectacled, PoS: adjectives, Count: 2
Word: woman, PoS: nouns, Count: 222
Word: woman, PoS: verbs, Count: 1
Word: broke, PoS: verbs, Count: 67
Word: broke, PoS: adjectives, Count: 5
Word: one-week-old, PoS: adjectives, Count: 1
Word: half-mile, PoS: nouns, Count: 7
Word: grace, PoS: nouns, Count: 40
Word: butcher, PoS: nouns, Count: 8
Word: nearby, PoS: adjectives, Count: 23
Word: nearby, PoS: adverbs, Count: 20
Word: chardon, PoS: nouns, Count: 1
Word: housewife, PoS: nouns, Count: 4
Word: finished, PoS: verbs, Count: 86
Word: snapped, PoS: verbs, Count: 18
Word: tenths, PoS: nouns, Count: 1
Word: helen, PoS: nouns, Count: 12
Word: shipley, PoS: nouns, Count: 1
Word: wellsley, PoS: nouns, Count: 1
Word: A.A.U., PoS: nouns, Count: 1
Word: ohio, PoS: nouns, Count: 36
Word: San, PoS: nouns, Count: 5
Word: francisco, PoS: nouns, Count: 41
Word: bobby, PoS: nouns, Count: 13
Word: sylvania, PoS: nouns, Count: 2
Word: Ga., PoS: nouns, Count: 5
Word: relief, PoS: nouns, Count: 66
Word: quarterback, PoS: nouns, Count: 5
Word: undergo, PoS: verbs, Count: 8
Word: knee, PoS: nouns, Count: 35
Word: franklin, PoS: nouns, Count: 27
Word: Waters, PoS: nouns, Count: 1
Word: swelling, PoS: nouns, Count: 1
Word: swelling, PoS: verbs, Count: 9
Word: consult, PoS: verbs, Count: 11
Word: physician, PoS: nouns, Count: 15
Word: tony, PoS: nouns, Count: 10
Word: kubek, PoS: nouns, Count: 1
Word: eleventh, PoS: others, Count: 4
Word: donated, PoS: verbs, Count: 7
Word: unearned, PoS: adjectives, Count: 2
Word: chicago, PoS: nouns, Count: 90
Word: sox, PoS: nouns, Count: 13
Word: halfback, PoS: nouns, Count: 9
Word: team's, PoS: nouns, Count: 2
Word: plays, PoS: nouns, Count: 31
Word: plays, PoS: verbs, Count: 34
Word: eldon, PoS: nouns, Count: 1
Word: moritz, PoS: nouns, Count: 5
Word: southwest, PoS: adjectives, Count: 5
Word: southwest, PoS: others, Count: 10
Word: Time, PoS: nouns, Count: 19
Word: clock, PoS: nouns, Count: 20
Word: kick, PoS: nouns, Count: 11
Word: kick, PoS: verbs, Count: 4
Word: Moritz, PoS: nouns, Count: 6
Word: nose, PoS: nouns, Count: 59
Word: nose, PoS: verbs, Count: 1
Word: hip, PoS: nouns, Count: 9
Word: hip, PoS: adjectives, Count: 1
Word: pads, PoS: nouns, Count: 5
Word: longhorn, PoS: nouns, Count: 4
Word: favored, PoS: verbs, Count: 18
Word: cotton, PoS: nouns, Count: 36
Word: bowl, PoS: nouns, Count: 23
Word: That's, PoS: determiners, Count: 92
Word: kicked, PoS: verbs, Count: 18
Word: tries, PoS: nouns, Count: 5
Word: tries, PoS: verbs, Count: 8
Word: string, PoS: nouns, Count: 18
Word: conversions, PoS: nouns, Count: 6
Word: astray, PoS: adverbs, Count: 3
Word: slaughter, PoS: nouns, Count: 10
Word: roster, PoS: nouns, Count: 2
Word: lettered, PoS: verbs, Count: 1
Word: darrell, PoS: nouns, Count: 1
Word: place-kicker, PoS: nouns, Count: 1
Word: stamford, PoS: nouns, Count: 4
Word: place-kicking, PoS: nouns, Count: 3
Word: i'd, PoS: pronouns, Count: 65
Word: So, PoS: adverbs, Count: 1
Word: So, PoS: conjunctions, Count: 1
Word: So, PoS: others, Count: 1
Word: bothered, PoS: verbs, Count: 14
Word: muscle, PoS: nouns, Count: 41
Word: thigh, PoS: nouns, Count: 9
Word: kicking, PoS: verbs, Count: 11
Word: kicking, PoS: nouns, Count: 1
Word: leg, PoS: nouns, Count: 57
Word: barely, PoS: adverbs, Count: 31
Word: playing, PoS: verbs, Count: 84
Word: playing, PoS: nouns, Count: 17
Word: anson, PoS: nouns, Count: 1
Word: playoff, PoS: nouns, Count: 2
Word: hampered, PoS: verbs, Count: 3
Word: injury, PoS: nouns, Count: 26
Word: missed, PoS: verbs, Count: 40
Word: ailing, PoS: verbs, Count: 2
Word: statistical, PoS: adjectives, Count: 15
Word: net, PoS: nouns, Count: 18
Word: net, PoS: adjectives, Count: 12
Word: punted, PoS: verbs, Count: 1
Word: scholastically, PoS: adverbs, Count: 1
Word: ineligible, PoS: adjectives, Count: 3
Word: Place, PoS: nouns, Count: 1
Word: Place, PoS: verbs, Count: 20
Word: timing, PoS: verbs, Count: 5
Word: timing, PoS: nouns, Count: 6
Word: Once, PoS: conjunctions, Count: 1
Word: Once, PoS: adverbs, Count: 1
Word: there's, PoS: others, Count: 56
Word: there's, PoS: adverbs, Count: 1
Word: I've, PoS: pronouns, Count: 69
Word: boys, PoS: nouns, Count: 138
Word: seem, PoS: verbs, Count: 229
Word: Practice, PoS: nouns, Count: 1
Word: helps, PoS: verbs, Count: 27
Word: helps, PoS: nouns, Count: 3
Word: golf, PoS: nouns, Count: 34
Word: swing, PoS: verbs, Count: 11
Word: swing, PoS: nouns, Count: 13
Word: kicks, PoS: verbs, Count: 1
Word: kicks, PoS: nouns, Count: 2
Word: practice, PoS: nouns, Count: 79
Word: practice, PoS: verbs, Count: 14
Word: kinda, PoS: adverbs, Count: 4
Word: Footnotes, PoS: nouns, Count: 1
Word: longhorns, PoS: nouns, Count: 5
Word: scored, PoS: verbs, Count: 15
Word: yardage, PoS: nouns, Count: 2
Word: completions, PoS: nouns, Count: 7
Word: attempts, PoS: nouns, Count: 29
Word: attempts, PoS: verbs, Count: 7
Word: Tailback, PoS: nouns, Count: 1
Word: saxton, PoS: nouns, Count: 1
Word: surpassed, PoS: verbs, Count: 2
Word: rushing, PoS: verbs, Count: 10
Word: brilliant, PoS: adjectives, Count: 50
Word: sophomore, PoS: nouns, Count: 5
Word: netted, PoS: verbs, Count: 1
Word: Saxton, PoS: nouns, Count: 1
Word: second-half, PoS: nouns, Count: 2
Word: kickoff, PoS: nouns, Count: 2
Word: gained, PoS: verbs, Count: 39
Word: uncorked, PoS: verbs, Count: 2
Word: touchdown, PoS: nouns, Count: 6
Word: Wingback, PoS: nouns, Count: 1
Word: insists, PoS: verbs, Count: 10
Word: he'll, PoS: pronouns, Count: 16
Word: conference's, PoS: nouns, Count: 1
Word: prevailed, PoS: verbs, Count: 7
Word: smu, PoS: nouns, Count: 4
Word: coaching, PoS: verbs, Count: 3
Word: coaching, PoS: nouns, Count: 1
Word: week's, PoS: nouns, Count: 8
Word: rice, PoS: nouns, Count: 32
Word: Mustangs, PoS: nouns, Count: 1
Word: happy, PoS: adjectives, Count: 96
Word: happy, PoS: nouns, Count: 1
Word: meek, PoS: nouns, Count: 8
Word: meek, PoS: adjectives, Count: 1
Word: academy, PoS: nouns, Count: 24
Word: kids, PoS: nouns, Count: 31
Word: kids, PoS: verbs, Count: 1
Word: stayed, PoS: verbs, Count: 75
Word: we've, PoS: pronouns, Count: 15
Word: richey, PoS: nouns, Count: 1
Word: Assistant, PoS: nouns, Count: 1
Word: Assistant, PoS: adjectives, Count: 2
Word: cudmore, PoS: nouns, Count: 1
Word: Meek, PoS: nouns, Count: 1
Word: particular, PoS: adjectives, Count: 159
Word: particular, PoS: nouns, Count: 5
Word: particular, PoS: determiners, Count: 14
Word: gratification, PoS: nouns, Count: 4
Word: performances, PoS: nouns, Count: 33
Word: nelson, PoS: nouns, Count: 15
Word: billy, PoS: nouns, Count: 18
Word: gannon, PoS: nouns, Count: 3
Word: Nelson, PoS: nouns, Count: 1
Word: magnificent, PoS: adjectives, Count: 26
Word: interference, PoS: nouns, Count: 45
Word: stops, PoS: nouns, Count: 5
Word: stops, PoS: verbs, Count: 3
Word: fumble, PoS: nouns, Count: 1
Word: fullback, PoS: nouns, Count: 2
Word: nick, PoS: nouns, Count: 17
Word: arshinkoff, PoS: nouns, Count: 1
Word: loose, PoS: adjectives, Count: 41
Word: loose, PoS: adverbs, Count: 8
Word: loose, PoS: nouns, Count: 1
Word: loose, PoS: verbs, Count: 3
Word: Gannon, PoS: nouns, Count: 1
Word: contributed, PoS: verbs, Count: 39
Word: falcons', PoS: nouns, Count: 1
Word: aerial, PoS: adjectives, Count: 8
Word: thrusts, PoS: nouns, Count: 4
Word: thrusts, PoS: verbs, Count: 1
Word: fourth-down, PoS: nouns, Count: 1
Word: screen, PoS: nouns, Count: 42
Word: screen, PoS: verbs, Count: 5
Word: mustang, PoS: nouns, Count: 1
Word: incomplete, PoS: adjectives, Count: 13
Word: gannon's, PoS: nouns, Count: 1
Word: spotted, PoS: verbs, Count: 16
Word: isaacson, PoS: nouns, Count: 1
Word: crucified, PoS: verbs, Count: 2
Word: nailed, PoS: verbs, Count: 11
Word: yard, PoS: nouns, Count: 35
Word: Air, PoS: nouns, Count: 4
Word: force's, PoS: nouns, Count: 1
Word: game's, PoS: nouns, Count: 4
Word: mcnaughton, PoS: nouns, Count: 2
Word: intercepted, PoS: verbs, Count: 3
Word: lay, PoS: verbs, Count: 128
Word: lay, PoS: adjectives, Count: 9
Word: lay, PoS: nouns, Count: 1
Word: waited, PoS: verbs, Count: 69
Word: Except, PoS: prepositions, Count: 10
Word: mike, PoS: nouns, Count: 44
Word: kelsey, PoS: nouns, Count: 5
Word: Kelsey, PoS: nouns, Count: 1
Word: doubtful, PoS: adjectives, Count: 22
Word: He'll, PoS: pronouns, Count: 14
Word: blind, PoS: adjectives, Count: 42
Word: blind, PoS: verbs, Count: 1
Word: blind, PoS: nouns, Count: 3
Word: split, PoS: verbs, Count: 21
Word: split, PoS: nouns, Count: 8
Word: definitely, PoS: adverbs, Count: 21
Word: ligament, PoS: nouns, Count: 1
Word: Rice, PoS: nouns, Count: 1
Word: injuring, PoS: verbs, Count: 1
Word: opener, PoS: nouns, Count: 6
Word: maryland, PoS: nouns, Count: 19
Word: He's, PoS: pronouns, Count: 63
Word: lot, PoS: nouns, Count: 125
Word: lot, PoS: adverbs, Count: 1
Word: film, PoS: nouns, Count: 95
Word: film, PoS: verbs, Count: 1
Word: reserves, PoS: nouns, Count: 4
Word: reserves, PoS: verbs, Count: 1
Word: scrimmaged, PoS: verbs, Count: 1
Word: scrimmage, PoS: nouns, Count: 1
Word: taper, PoS: verbs, Count: 1
Word: taper, PoS: nouns, Count: 2
Word: SMU, PoS: nouns, Count: 1
Word: owls, PoS: nouns, Count: 2
Word: Huddle, PoS: nouns, Count: 1
Word: hearsay, PoS: nouns, Count: 2
Word: tech's, PoS: nouns, Count: 1
Word: sweat-suits, PoS: nouns, Count: 1
Word: drill, PoS: nouns, Count: 17
Word: drill, PoS: verbs, Count: 8
Word: lubbock, PoS: nouns, Count: 2
Word: tackle, PoS: nouns, Count: 6
Word: tackle, PoS: verbs, Count: 4
Word: stafford, PoS: nouns, Count: 1
Word: undergoing, PoS: verbs, Count: 12
Word: treatment, PoS: nouns, Count: 124
Word: raiders', PoS: nouns, Count: 1
Word: M, PoS: nouns, Count: 1
Word: m, PoS: nouns, Count: 5
Word: Because, PoS: adverbs, Count: 1
Word: Because, PoS: conjunctions, Count: 1
Word: baylor, PoS: nouns, Count: 2
Word: rain, PoS: nouns, Count: 66
Word: rain, PoS: verbs, Count: 2
Word: mud, PoS: nouns, Count: 32
Word: End, PoS: nouns, Count: 2
Word: gene, PoS: nouns, Count: 8
Word: raesz, PoS: nouns, Count: 1
Word: owl's, PoS: nouns, Count: 2
Word: lsu, PoS: nouns, Count: 1
Word: nichols, PoS: nouns, Count: 1
Word: idleness, PoS: nouns, Count: 3
Word: ankle, PoS: nouns, Count: 8
Word: Texas, PoS: nouns, Count: 2
Word: aggies, PoS: nouns, Count: 2
Word: myers, PoS: nouns, Count: 3
Word: hargett, PoS: nouns, Count: 1
Word: shaken, PoS: verbs, Count: 11
Word: tech, PoS: nouns, Count: 8
Word: trinity, PoS: nouns, Count: 5
Word: Halfback, PoS: nouns, Count: 1
Word: bud, PoS: nouns, Count: 7
Word: bud, PoS: verbs, Count: 2
Word: priddy, PoS: nouns, Count: 1
Word: slowly-mending, PoS: adjectives, Count: 1
Word: sprained, PoS: verbs, Count: 2
Word: tcu's, PoS: nouns, Count: 1
Word: denver, PoS: nouns, Count: 15
Word: broncos, PoS: nouns, Count: 1
Word: Texans, PoS: nouns, Count: 3
Word: buffalo, PoS: nouns, Count: 15
Word: hank, PoS: nouns, Count: 10
Word: stram's, PoS: nouns, Count: 1
Word: pre-season, PoS: adjectives, Count: 2
Word: reckonings, PoS: nouns, Count: 1
Word: Buffalo, PoS: nouns, Count: 1
Word: buster, PoS: nouns, Count: 2
Word: ramsey, PoS: nouns, Count: 6
Word: collectors, PoS: nouns, Count: 7
Word: quarterbacks, PoS: nouns, Count: 1
Word: productive, PoS: adjectives, Count: 25
Word: ex-national, PoS: adjectives, Count: 1
Word: leaguers, PoS: nouns, Count: 2
Word: rabb, PoS: nouns, Count: 1
Word: Rabb, PoS: nouns, Count: 1
Word: louisiana, PoS: nouns, Count: 28
Word: upset, PoS: nouns, Count: 1
Word: upset, PoS: verbs, Count: 13
Word: oilers, PoS: nouns, Count: 1
Word: defending, PoS: verbs, Count: 13
Word: luck, PoS: nouns, Count: 46
Word: Exclaimed, PoS: verbs, Count: 2
Word: stram, PoS: nouns, Count: 4
Word: Buster, PoS: nouns, Count: 1
Word: Ramsey, PoS: nouns, Count: 4
Word: mutter, PoS: verbs, Count: 1
Word: splendid, PoS: adjectives, Count: 18
Word: whip, PoS: verbs, Count: 5
Word: whip, PoS: nouns, Count: 14
Word: dangerous, PoS: adjectives, Count: 44
Word: broncs, PoS: nouns, Count: 2
Word: fullbacking, PoS: nouns, Count: 1
Word: star, PoS: nouns, Count: 25
Word: spikes, PoS: nouns, Count: 3
Word: interior, PoS: adjectives, Count: 29
Word: interior, PoS: nouns, Count: 43
Word: linebackers, PoS: nouns, Count: 1
Word: exceptionally, PoS: adverbs, Count: 8
Word: movies, PoS: nouns, Count: 30
Word: davidson, PoS: nouns, Count: 3
Word: throwing, PoS: verbs, Count: 17
Word: passes, PoS: nouns, Count: 11
Word: passes, PoS: verbs, Count: 16
Word: bang, PoS: others, Count: 2
Word: bang, PoS: nouns, Count: 3
Word: bang, PoS: verbs, Count: 2
Word: touchdowns, PoS: nouns, Count: 1
Word: Broncs, PoS: nouns, Count: 1
Word: strikes, PoS: nouns, Count: 10
Word: strikes, PoS: verbs, Count: 8
Word: tactic, PoS: nouns, Count: 4
Word: controlling, PoS: verbs, Count: 23
Word: giving, PoS: verbs, Count: 91
Word: giving, PoS: nouns, Count: 2
Word: abner, PoS: nouns, Count: 1
Word: haynes, PoS: nouns, Count: 1
Word: flashy, PoS: adjectives, Count: 3
Word: ball-carriers, PoS: nouns, Count: 1
Word: delivered, PoS: verbs, Count: 37
Word: comforting, PoS: verbs, Count: 8
Word: denver's, PoS: nouns, Count: 1
Word: carmichael, PoS: nouns, Count: 2
Word: jarred, PoS: verbs, Count: 2
Word: grayson, PoS: nouns, Count: 1
Word: speedy, PoS: adjectives, Count: 6
Word: claimed, PoS: verbs, Count: 35
Word: resulted, PoS: verbs, Count: 37
Word: quipping, PoS: verbs, Count: 1
Word: book, PoS: nouns, Count: 196
Word: dent, PoS: nouns, Count: 2
Word: statistics, PoS: nouns, Count: 21
Word: Texas', PoS: nouns, Count: 1
Word: spree, PoS: nouns, Count: 4
Word: swc, PoS: nouns, Count: 1
Word: Arkansas, PoS: nouns, Count: 2
Word: tosses, PoS: nouns, Count: 2
Word: tough, PoS: adjectives, Count: 35
Word: tcu, PoS: nouns, Count: 1
Word: bulge, PoS: nouns, Count: 5
Word: loop, PoS: nouns, Count: 21
Word: Completing, PoS: verbs, Count: 2
Word: leads, PoS: verbs, Count: 31
Word: leads, PoS: nouns, Count: 2
Word: per-game, PoS: adjectives, Count: 1
Word: averages, PoS: nouns, Count: 9
Word: baylor's, PoS: nouns, Count: 1
Word: idle, PoS: adjectives, Count: 12
Word: idle, PoS: verbs, Count: 1
Word: Not, PoS: others, Count: 1
Word: unofficial, PoS: adjectives, Count: 5
Word: checks, PoS: nouns, Count: 16
Word: checks, PoS: verbs, Count: 1
Word: liveliness, PoS: nouns, Count: 2
Word: baseballs, PoS: nouns, Count: 1
Word: leagues, PoS: nouns, Count: 8
Word: ordered, PoS: verbs, Count: 69
Word: tests, PoS: nouns, Count: 57
Word: tests, PoS: verbs, Count: 1
Word: nischwitz, PoS: nouns, Count: 1
Word: pinpoint, PoS: nouns, Count: 2
Word: pinpoint, PoS: verbs, Count: 3
Word: bears, PoS: nouns, Count: 5
Word: bears, PoS: verbs, Count: 17
Word: indianapolis, PoS: nouns, Count: 6
Word: husky, PoS: adjectives, Count: 2
Word: lefthander, PoS: nouns, Count: 2
Word: command, PoS: nouns, Count: 58
Word: command, PoS: verbs, Count: 10
Word: on-the-scene, PoS: adjectives, Count: 2
Word: countless, PoS: adjectives, Count: 14
Word: viewers, PoS: nouns, Count: 3
Word: Nischwitz', PoS: nouns, Count: 1
Word: grizzlies', PoS: nouns, Count: 1
Word: louisville, PoS: nouns, Count: 6
Word: pack, PoS: nouns, Count: 14
Word: pack, PoS: verbs, Count: 9
Word: Nischwitz, PoS: nouns, Count: 2
Word: walked, PoS: verbs, Count: 159
Word: charley, PoS: nouns, Count: 7
Word: hinton, PoS: nouns, Count: 3
Word: innings, PoS: nouns, Count: 4
Word: unusual, PoS: adjectives, Count: 62
Word: characteristic, PoS: nouns, Count: 24
Word: characteristic, PoS: adjectives, Count: 44
Word: Bears, PoS: nouns, Count: 4
Word: lagged, PoS: verbs, Count: 2
Word: mcauliffe, PoS: nouns, Count: 4
Word: cracked, PoS: verbs, Count: 17
Word: lefty, PoS: nouns, Count: 1
Word: Don, PoS: nouns, Count: 1
Word: don, PoS: nouns, Count: 5
Word: rudolph, PoS: nouns, Count: 3
Word: bear's, PoS: nouns, Count: 1
Word: Al, PoS: nouns, Count: 3
Word: paschal, PoS: nouns, Count: 2
Word: gruonded, PoS: verbs, Count: 1
Word: jay, PoS: nouns, Count: 12
Word: cooke, PoS: nouns, Count: 3
Word: mcdaniel, PoS: nouns, Count: 2
Word: Alusik, PoS: nouns, Count: 1
Word: Jay, PoS: nouns, Count: 3
Word: porter, PoS: nouns, Count: 15
Word: bases, PoS: nouns, Count: 19
Word: bases, PoS: verbs, Count: 4
Word: wert's, PoS: nouns, Count: 1
Word: smash, PoS: nouns, Count: 2
Word: smash, PoS: verbs, Count: 2
Word: putout, PoS: nouns, Count: 1
Word: leftfield, PoS: nouns, Count: 1
Word: rightfield, PoS: nouns, Count: 3
Word: phil, PoS: nouns, Count: 30
Word: shartzer's, PoS: nouns, Count: 1
Word: indians, PoS: nouns, Count: 28
Word: bunched, PoS: verbs, Count: 5
Word: Chuck, PoS: nouns, Count: 1
Word: Chuck, PoS: verbs, Count: 2
Word: tripled, PoS: verbs, Count: 4
Word: cliff, PoS: nouns, Count: 11
Word: dan, PoS: nouns, Count: 20
Word: pavletich, PoS: nouns, Count: 1
Word: gaines', PoS: nouns, Count: 1
Word: infield, PoS: nouns, Count: 7
Word: roller, PoS: nouns, Count: 3
Word: accounted, PoS: verbs, Count: 5
Word: alusik's, PoS: nouns, Count: 2
Word: outfield, PoS: nouns, Count: 3
Word: wert, PoS: nouns, Count: 2
Word: Gaines, PoS: nouns, Count: 1
Word: hammered, PoS: verbs, Count: 3
Word: clicked, PoS: verbs, Count: 8
Word: Chico, PoS: nouns, Count: 1
Word: ruiz, PoS: nouns, Count: 1
Word: spectacular, PoS: adjectives, Count: 21
Word: grounder, PoS: nouns, Count: 1
Word: showed, PoS: verbs, Count: 141
Word: arm, PoS: nouns, Count: 93
Word: Bingles, PoS: nouns, Count: 1
Word: bobbles, PoS: nouns, Count: 1
Word: tribe's, PoS: nouns, Count: 1
Word: season's, PoS: nouns, Count: 3
Word: obvious, PoS: adjectives, Count: 92
Word: refocusing, PoS: nouns, Count: 1
Word: lights, PoS: nouns, Count: 45
Word: lights, PoS: verbs, Count: 1
Word: flooded, PoS: verbs, Count: 9
Word: dark, PoS: adjectives, Count: 157
Word: dark, PoS: nouns, Count: 25
Word: Mary, PoS: nouns, Count: 19
Word: dobbs, PoS: nouns, Count: 1
Word: organ, PoS: nouns, Count: 11
Word: exotic, PoS: adjectives, Count: 7
Word: dancer, PoS: nouns, Count: 31
Word: patti, PoS: nouns, Count: 1
Word: waggin, PoS: nouns, Count: 1
Word: Lefty, PoS: nouns, Count: 1
Word: wyman, PoS: nouns, Count: 1
Word: tsitouris, PoS: nouns, Count: 1
Word: o'clock, PoS: adverbs, Count: 41
Word: Ed, PoS: nouns, Count: 2
Word: donnelly, PoS: nouns, Count: 1
Word: kenny, PoS: nouns, Count: 2
Word: lane, PoS: nouns, Count: 29
Word: muskegon, PoS: nouns, Count: 1
Word: Mich., PoS: nouns, Count: 4
Word: world's, PoS: nouns, Count: 35
Word: ranked, PoS: verbs, Count: 4
Word: lightweight, PoS: nouns, Count: 1
Word: lightweight, PoS: adjectives, Count: 3
Word: rip, PoS: nouns, Count: 1
Word: rip, PoS: verbs, Count: 5
Word: randall, PoS: nouns, Count: 1
Word: paul-minneapolis, PoS: nouns, Count: 1
Word: gardner's, PoS: nouns, Count: 3
Word: eluded, PoS: verbs, Count: 2
Word: diving, PoS: verbs, Count: 2
Word: diving, PoS: nouns, Count: 2
Word: minnie, PoS: nouns, Count: 3
Word: minoso, PoS: nouns, Count: 1
Word: lemon, PoS: nouns, Count: 17
Word: minnesota, PoS: nouns, Count: 11
Word: twins, PoS: nouns, Count: 11
Word: Lemon, PoS: nouns, Count: 1
Word: liner, PoS: nouns, Count: 4
Word: fans, PoS: nouns, Count: 19
Word: fans, PoS: verbs, Count: 2
Word: Gardner's, PoS: nouns, Count: 1
Word: batted, PoS: verbs, Count: 2
Word: Turk, PoS: nouns, Count: 1
Word: lown, PoS: nouns, Count: 1
Word: tagged, PoS: verbs, Count: 6
Word: ray, PoS: nouns, Count: 17
Word: moore, PoS: nouns, Count: 22
Word: Twins, PoS: nouns, Count: 1
Word: reno, PoS: nouns, Count: 7
Word: bertoia, PoS: nouns, Count: 1
Word: chopper, PoS: nouns, Count: 1
Word: lenny, PoS: nouns, Count: 1
Word: green's, PoS: nouns, Count: 2
Word: White, PoS: adjectives, Count: 9
Word: pop, PoS: nouns, Count: 4
Word: pop, PoS: verbs, Count: 3
Word: fly, PoS: nouns, Count: 14
Word: fly, PoS: verbs, Count: 18
Word: roy, PoS: nouns, Count: 34
Word: sievers, PoS: nouns, Count: 1
Word: camilo, PoS: nouns, Count: 1
Word: carreon, PoS: nouns, Count: 1
Word: sacrifice, PoS: nouns, Count: 19
Word: sacrifice, PoS: verbs, Count: 10
Word: landis', PoS: nouns, Count: 1
Word: harmon, PoS: nouns, Count: 1
Word: killebrew, PoS: nouns, Count: 1
Word: bottom, PoS: nouns, Count: 84
Word: bottom, PoS: adjectives, Count: 3
Word: walking, PoS: verbs, Count: 50
Word: allison, PoS: nouns, Count: 1
Word: aboard, PoS: adverbs, Count: 17
Word: aboard, PoS: prepositions, Count: 8
Word: smith's, PoS: nouns, Count: 4
Word: carreon's, PoS: nouns, Count: 1
Word: allison's, PoS: nouns, Count: 1
Word: run-scoring, PoS: adjectives, Count: 1
Word: solid, PoS: adjectives, Count: 63
Word: solid, PoS: nouns, Count: 7
Word: Ogden, PoS: nouns, Count: 1
Word: utah, PoS: nouns, Count: 5
Word: outfielder, PoS: nouns, Count: 4
Word: jackie, PoS: nouns, Count: 2
Word: jensen, PoS: nouns, Count: 3
Word: baseball, PoS: nouns, Count: 54
Word: newsman, PoS: nouns, Count: 1
Word: reflexes, PoS: nouns, Count: 6
Word: sudden, PoS: adjectives, Count: 37
Word: sudden, PoS: nouns, Count: 1
Word: walkout, PoS: nouns, Count: 1
Word: Jensen, PoS: nouns, Count: 1
Word: at-bats, PoS: nouns, Count: 1
Word: train, PoS: nouns, Count: 72
Word: train, PoS: verbs, Count: 10
Word: cleveland, PoS: nouns, Count: 16
Word: anybody, PoS: others, Count: 39
Word: newsmen, PoS: nouns, Count: 4
Word: trip, PoS: nouns, Count: 80
Word: trip, PoS: verbs, Count: 1
Word: Nev., PoS: nouns, Count: 1
Word: olympic, PoS: adjectives, Count: 7
Word: zoe, PoS: nouns, Count: 1
Word: ann, PoS: nouns, Count: 23
Word: olsen, PoS: nouns, Count: 1
Word: awaited, PoS: verbs, Count: 7
Word: heading, PoS: verbs, Count: 12
Word: heading, PoS: nouns, Count: 18
Word: speculating, PoS: verbs, Count: 4
Word: hurting, PoS: verbs, Count: 3
Word: boston's, PoS: nouns, Count: 2
Word: chances, PoS: nouns, Count: 24
Word: Union, PoS: nouns, Count: 6
Word: pacific, PoS: nouns, Count: 7
Word: pacific, PoS: adjectives, Count: 24
Word: streamliner, PoS: nouns, Count: 1
Word: ogden, PoS: nouns, Count: 2
Word: Sports, PoS: nouns, Count: 1
Word: writer, PoS: nouns, Count: 73
Word: ensign, PoS: nouns, Count: 2
Word: ritchie, PoS: nouns, Count: 3
Word: standard, PoS: adjectives, Count: 76
Word: standard, PoS: nouns, Count: 31
Word: examiner, PoS: nouns, Count: 13
Word: compartment, PoS: nouns, Count: 11
Word: conductor, PoS: nouns, Count: 25
Word: You'll, PoS: pronouns, Count: 1
Word: mad, PoS: adjectives, Count: 38
Word: mad, PoS: nouns, Count: 1
Word: Ritchie, PoS: nouns, Count: 1
Word: magazine, PoS: nouns, Count: 38
Word: cold, PoS: adjectives, Count: 145
Word: cold, PoS: nouns, Count: 21
Word: cold, PoS: adverbs, Count: 2
Word: warmed, PoS: verbs, Count: 10
Word: liston, PoS: nouns, Count: 5
Word: double-crosser, PoS: nouns, Count: 1
Word: anything, PoS: others, Count: 269
Word: keyhole, PoS: nouns, Count: 3
Word: Liston, PoS: nouns, Count: 1
